Key,Translation
DryadSpecialText.WorldDescriptionGrim,"
S: Come on, {PlayerName}! You can't let the Loogies win! They're worse than us Sanses!"

DryadSpecialText.WorldDescriptionWork,"
S: So uuuh, you gonna stop the Loogies or.."


#[ dryad : mood ],<<-|-------------------------------------------|->>


TownNPCMood_Dryad.Content,"F: This place is okay I GUESS."
TownNPCMood_Dryad.FarFromHome,"F: I really don't like being outside for this long. Can we go back home?"
TownNPCMood_Dryad.LoveSpace,"F: Ah, a nice and spacious shelter. The perfect place to plant my roots. OH WAIT. >:("
TownNPCMood_Dryad.NoHome,"F: Y'know, with the two of us being stuck like this, we kinda can't defend ourselves. So go build a shelter for us, will 'ya?"

TownNPCMood_Dryad.HateBiome,"S: Why must we fight? Why must the Sanses and Loogies be at odds? I hate war! :("
TownNPCMood_Dryad.DislikeBiome,"S: I dunno, {BiomeName} makes me kinda uneasy. It's as if those Sans-heads are always staring at me..."
TownNPCMood_Dryad.LikeBiome,"S: {BiomeName} is great. I love mold, it reminds me of my friend Flowey!"
TownNPCMood_Dryad.LoveBiome,"S: {BiomeName} IS GUD ANDE BASED"

TownNPCMood_Dryad.HateCrowded,"F: There's WAY too many sanses here! GET RID OF THEM! Kill 'em if you must!"
TownNPCMood_Dryad.DislikeCrowded,"F: There's a little too many sanses here, it's making me kinda embarassed."

TownNPCMood_Dryad.HateNPC,"S: I hate how unrealistic {NPCName} is. What Sans would do SPORTS!?"
TownNPCMood_Dryad.DislikeNPC,"S: {NPCName} smells like fish, I don't like it."
TownNPCMood_Dryad.LikeNPC,"S: I can relate to {NPCName}. A Sans down on his luck, but still living his life!"
TownNPCMood_Dryad.LikeNPC_Princess,"S: {NPCName} is a little guy, like Flowey. I like that!"
TownNPCMood_Dryad.LoveNPC,"S: {BiomeName} IS GUD ANDE BASED"


#[ dryad : special ],<<-|----------------------------------------|->>


DryadSpecialText.AfterDD2Tier1,"S: Yeah we've been to Luigi Fanfic, it was um, how do i put this-
F: It sucked."
DryadSpecialText.AfterDD2Tier2,"F: The Timeout Corner? Yeah, I've heard of it, but we've thankfully never been there."
DryadSpecialText.Party,"?: ...No!...I don't wanna die!..."
DryadSpecialText.Rain1,"F: Hey, I'm gonna take the opportunity that rain is on everyone's minds right now and say this: STOP JOKING ABOUT WATERING ME. This is ACID rain. Stop it. I WILL kill-
S: Oookay there pal! Howzabout we change the topic?"
DryadSpecialText.Rain2,"S: I've heard that the acid rain happens when the big Sans upstairs drools because he though of a yummy ketchup :)
F: No comment."
DryadSpecialText.Storm1,"S: Mmm, the big Sans upstairs must'a thought of the yummiest ketchup to ever be bottled. D'aww, now I'M drooling!"
DryadSpecialText.Storm2,"F: Everyone's saying 'acid rain' this, 'memory wiping wind' that, is no one gonna talk about the lightning? Where is it coming from? There are no clouds in Sans Fanfic!"
DryadSpecialText.Windy1,"S: Wow, this wind's making me drowsy! Flowey, you mind taking over for a bit?
F: I can't. That's the POINT."
DryadSpecialText.Windy2,"F: God, Sans is so LAZY. He keeps making excuses to not pick up that damn sock-
S: What sock? I forgot.
F: No you didn't, stop lying.
S: The wind, remember? Or did it make you forget too?
F: You did not forget about the sock."


#[ dryad : legacy ],<<-|-----------------------------------------|->>


LegacyDialog.78,"S: Oh hey, it's you!
F: Oh great. It's YOU."
LegacyDialog.79,"F: At least YOU get that's it's kill or be killed!"
LegacyDialog.80,"F: Hey what's your LOVE at?
...
Those are rookie numbers, you gotta bump those numbers up."
LegacyDialog.81,"S: ""Possession sans""? Yeah I possess lots of things, like this bone, this other bone, this bone here, this...
F: Oh god... Run while you still can..."

LegacyDialog.70,"S: You should try {$NPCName.ArmsDealer}{ArmsDealer}'s coffee, it's really good!
F: You should try {$NPCName.ArmsDealer}{ArmsDealer}'s guns, they're really good!"
LegacyDialog.71,"S: Hey, you know where we can find rubies?
F: We've been meaning to buy some of {$NPCName.Merchant}{Merchant}'s *special* selection."
LegacyDialog.72,"S: Have you seen that oddly cool stranger near Gamestop?
F: Maybe you can talk him into letting you inside the store!"
LegacyDialog.238,"S: Man, {$NPCName.Truffle}{Truffle} is so SCARY ! !"

LegacyDialog.69,"S: Have you tried using {$ItemName.PurificationPowder} while at Luigi Fanfic? {$ItemName.Stone} is easier to mine!
F: (or, y'know, you could just explode it...)"
LegacyDialog.77,"F: Y'know, Sans Fanfic's bad enough, did those Loogies REALLY have to also be here?"

LegacyDialog.332,"S: Have you tried using {$ItemName.PurificationPowder} in the No San's Land? {$ItemName.Stone} is easier to mine!
F: (or, y'know, you could just explode it...)"
LegacyDialog.333,"F: Y'know, Sans Fanfic's bad enough, did REALLY need to also be at war?"

#[ bartender : help ],<<-|---------------------------------------|->>


BartenderHelpText.Help_1,"First off-a, you need to get some-a artifacts from me. Those cost-a Luigium Coins!"
BartenderHelpText.Help_2,"Use the artifacts to place sentries and-a traps. That costs FP (flower points)"
BartenderHelpText.Help_3,"It's-a easy to attract the Mushroom Army! They're after us, which means we can bait them with-a something BRANDED."
BartenderHelpText.Help_4,"Luckly, I happen to sell Brandshrooms, which should do the trick! Just-a place it on a Stand (which I also sell)"
BartenderHelpText.Help_5,"Place the Stand in an open, flat area. Obstacles will make this harder!"
BartenderHelpText.Help_6,"Once the arena is-a done, place the Brandshroom on the Stand and watch the magic happen!"
BartenderHelpText.Help_7,"You can't let them win. If they go back to their base, the'll be able to tell the rest of the Army our location! In other words: We'd be in REALLY BIG trouble!"
BartenderHelpText.Help_8,"Defenses cost-a 10FP. The Brandshroom drops some-a when placed. Enemies also drop them when-a defeated."
BartenderHelpText.Help_9,"They-a come in waves. Yeah, that's it."
BartenderHelpText.Help_10,"If you win, the Branshroom will pay you in Luigium Coins for your services."
BartenderHelpText.Help_11,"After your first-a win, you'll be able to use the artifacts outside of the event for regular TP."


#[ bartender : special ],<<-|------------------------------------|->>


BartenderSpecialText.AfterDD2Tier1,"Great-a job fighting the Mushroom Army back there! But-a those aren't their strongest forces. Always-a wondered why people never use-a their strongest attack first."
BartenderSpecialText.AfterDD2Tier2,"The Mushroom Army keeps-a getting stronger. But-a I heard rumors that-a they're going to join-a forces with King Koopa, so I doubt-a we've seen the last-a of them."
BartenderSpecialText.AfterDD2Tier3,"Wow! Even the big bad Koopa himself can't-a stop you! If I wasn't branded and you weren't from Undertale, I'd-a bring you over to Luigi Fanfic some time-a."
BartenderSpecialText.BeforeDD2Tier1,"I fear that-a the Mushroom Army is preparing for an invasion. We should-s really do something about it..."
BartenderSpecialText.FirstHelp,"Ok. First off, take-a these Luigium Coins, on the rocks."
BartenderSpecialText.FirstMeeting,"Oh my God what is this hellscape!? Last I-a remember, I was running away from-a the cops for Timeout Corner crimes..."
BartenderSpecialText.Graveyard1,"Mama mia! This place-a is scarier than my mansion!"
BartenderSpecialText.Graveyard2,"This place is-a starting to smell like-a the Timeout Corner! Do you really want to think-a you're branded?"
BartenderSpecialText.Party_1,"Party time! I sure can't wait-a for friendships to end-a!"
BartenderSpecialText.Party_2,"Uuuuhhh, hold on... What capsules do you have?"
BartenderSpecialText.Rain1,"Doesn't rain much-a back in Luigi Fanfic. Mainly because-a it's in the Box Dimension."
BartenderSpecialText.Rain2,"I almost want to go in the rain-a, but I know that won't wipe away my-a branded-ness."
BartenderSpecialText.Storm1,"WAH! The lightning is too scary!"
BartenderSpecialText.Storm2,"Buh buh buh buh buh buh buh buh buh..."
BartenderSpecialText.Windy1,"This wind-a reminds me of the time-a that I went flying on-a busy beetles..."
BartenderSpecialText.Windy2,"Hold on to your-a cap, friend-o! 'tis very windy today."


#[ guide : help ],<<-|-------------------------------------------|->>


LegacyDialog.222,"Make sure to smash that like button. Something good is bound to happen if you do!"
LegacyDialog.401,"Make sure to smash that subscribe button. Something good is bound to happen if you do!"


#[ guide : mood ],<<-|-------------------------------------------|->>


TownNPCMood_Guide.Content,"Just bing chillin' my dude."
TownNPCMood_Guide.FarFromHome,"I kinda gave up going back. And that housing doesn't really appeal to me either."
TownNPCMood_Guide.LoveSpace,"So much space... You really did all this for lil' ol' Sans?"
TownNPCMood_Guide.NoHome,"Y'know, it WOULD be nice if I had a place to crash in."

TownNPCMood_Guide.HateBiome,"This place, {BiomeName}. Reminds me of dark, darker, yet darker days."
TownNPCMood_Guide.DislikeBiome,"Honestly, {BiomeName} makes me feel like I'm gonna have a bad time."
TownNPCMood_Guide.LikeBiome,"The {BiomeName} reminds me of myself, minus the impressive bone abilities."
TownNPCMood_Guide.LoveBiome,"{BiomeName} IS GUD ANDE BASED"

TownNPCMood_Guide.HateCrowded,"What's with the box towers? It gives me a really bad feeling..."
TownNPCMood_Guide.DislikeCrowded,"You should never keep this many sanses together. It's always bound to result in bad things."

TownNPCMood_Guide.HateNPC,"That snake, {NPCName}... He stabbed us all in the back when we least expected it. I hate him!"
# TownNPCMood_Guide.DislikeNPC,|> >>--->   UNSET   <---<< <|
TownNPCMood_Guide.LikeNPC,"{NPCName} is a little weird, but that's what I like about them!"
TownNPCMood_Guide.LikeNPC_Princess,"Oh, {NPCName}? Kinda hard not to like the lil' guy!"
TownNPCMood_Guide.LoveNPC,"{NPCName} IS GUD ANDE BASED"


#[ painter : mood ],<<-|-----------------------------------------|->>


TownNPCMood_Painter.Content,"My vials are full!"
TownNPCMood_Painter.FarFromHome,"Reeeally wish I was at my shelter right now. The wild Sanses here are starting to make me uneasy."
TownNPCMood_Painter.LoveSpace,"This shelter is really nice, it reminds of back when... uh... what was I saying?"
TownNPCMood_Painter.NoHome,"Yould you mind building a shelter for me? Sans Fanfic is a, uh, VERY hostile place."

TownNPCMood_Painter.HateBiome,"{$TownNPCMood_Painter.DislikeBiome}"
TownNPCMood_Painter.DislikeBiome,"{BiomeName} just gives me the creeps. What's with the sanses embedded into the ground?"
TownNPCMood_Painter.LikeBiome,"I somehow feel the safest in {BiomeName}. Probably because it's one of the least sans-y places here."
TownNPCMood_Painter.LoveBiome,"{BiomeName} IS GUD AND BASED"

TownNPCMood_Painter.HateCrowded,"It's so noisy here with all these people, I can't hear my own thoughts!"
TownNPCMood_Painter.DislikeCrowded,"There's quite a few people here, I'm getting kinda overwhelmed..."

TownNPCMood_Painter.HateNPC,"{NPCName} IS BADE AND CRING"
TownNPCMood_Painter.DislikeNPC,"I have some...history with {NPCName}. It's best if the two of us keep our distance."
# TownNPCMood_Painter.LikeNPC,|> >>--->   UNSET   <---<< <|
TownNPCMood_Painter.LikeNPC_Princess,"Me and {NPCName} are long time friends! He's always a joy to have around."
TownNPCMood_Painter.LoveNPC,"That {NPCName} is a FASCINATING case of possession! I'd love to study those two whenever I get the chance."


#[ painter : special ],<<-|--------------------------------------|->>


PainterSpecialText.Party,"...where are you..."
PainterSpecialText.Rain1,"How do you do it? Surviving the acid rain I mean. I swear it has already torn holes in my scarf again."
PainterSpecialText.Rain2,"Hey, can you destroy Sans Fanfic faster so I don't have to go through this acid rain again?"
PainterSpecialText.Storm1,"A combination of acid rain plus a WIND EVENT. This is really bad."
PainterSpecialText.Storm2,"Maybe I shouldn't be drinking these vials during these EVENTs. At least I wouldn't feel miserable."
PainterSpecialText.Windy1,"I remember reading about Sans Fanfic not having any wind? Is this some kind of anomaly?"
PainterSpecialText.Windy2,"Sometimes I get the feeling this wind is blowing some of my memories... what was I talking about?"


#[ painter : legacy ],<<-|---------------------------------------|->>


#comment,Hardmode (hallow) dialog:
# LegacyDialog.250,|> >>--->   UNSET   <---<< <|

#comment,Party girl dialog:
# LegacyDialog.251,|> >>--->   UNSET   <---<< <|

LegacyDialog.252,"Usually I'd be against destroying an AU, but if we don't, *all* of Undertale will be destroyed!"
LegacyDialog.253,"Have you seen my pencils? I can't find them anywhere."
LegacyDialog.254,"Have you seen Luigi?"
LegacyDialog.255,"You need to hurry! The longer you take, the more AUs get converted into Sans Fanfic!"
LegacyDialog.256,"Hey, whatever happened to uh, the uh... what was I talking about?"


#[  ],<<-|-------------------------------------------------------|->>
