Key,Translation
Bestiary_ItemDropConditions.YoyosHelFire,Drops in Bad Time Mode
Bestiary_ItemDropConditions.YoyosKraken,Drops after defeating MOTHERFAKER
Bestiary_ItemDropConditions.YoyosYelets,{$Bestiary_ItemDropConditions.BeatAnyMechBoss}


# tags::corruption,-------------------------------------------------------------

Bestiary_Biomes.CorruptDesert,Thunderous Wastes
Bestiary_Biomes.CorruptIce,Constantigi (luigi consnanstrate)
Bestiary_Biomes.CorruptUndergroundDesert,Thunderous Organism
Bestiary_Biomes.TheCorruption,Luigi Fanfic
Bestiary_Biomes.UndergroundCorruption,Looderground (loogie underground)


# tags::crimson,----------------------------------------------------------------

Bestiary_Biomes.Crimson,No San's Land
Bestiary_Biomes.CrimsonDesert,No San's Wastes
Bestiary_Biomes.CrimsonIce,No San's Consanstrate
Bestiary_Biomes.CrimsonUndergroundDesert,Deep San's Wastes
Bestiary_Biomes.UndergroundCrimson,Deep San's Land


# tags::desert,-----------------------------------------------------------------

Bestiary_Biomes.Desert,The Wastes
Bestiary_Biomes.Oasis,Osansis (sans oasis)
Bestiary_Biomes.UndergroundDesert,The Organism


# tags::events,-----------------------------------------------------------------

Bestiary_Events.Blizzard,Titan!Duststorm
Bestiary_Events.BloodMoon,My Mans is PISSED
#Bestiary_Events.Christmas,!!__UNSET__!! <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
#Bestiary_Events.Eclipse,!!__UNSET__!! <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
#Bestiary_Events.Halloween,!!__UNSET__!! <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
Bestiary_Events.Party,Gonerday
Bestiary_Events.Rain,Gastric Downpour
Bestiary_Events.Sandstorm,Sanstorm
Bestiary_Events.SlimeRain,Slansic Downpour
Bestiary_Events.WindyDay,Anomalous Weather


# tags::hallow,-----------------------------------------------------------------

Bestiary_Biomes.HallowDesert,Shadow Wastes
Bestiary_Biomes.HallowIce,Concentraster
Bestiary_Biomes.HallowUndergroundDesert,Phyto-shadow
Bestiary_Biomes.TheHallow,The Dark World
Bestiary_Biomes.UndergroundHallow,Cybersans


# tags::invasions,--------------------------------------------------------------

Bestiary_Invasions.Goblins,Lnik Invasion


# tags::jungle,-----------------------------------------------------------------

Bestiary_Biomes.Jungle,Toriel's House (sansface)
Bestiary_Biomes.UndergroundJungle,Toriel's House
Bestiary_Biomes.TheTemple,Luigi's Large House


# tags::mushroom,---------------------------------------------------------------

Bestiary_Biomes.SurfaceMushroom,Errortale (sansface)
Bestiary_Biomes.UndergroundMushroom,Errortale


# tags::pillars,----------------------------------------------------------------

#Bestiary_Biomes.NebulaPillar,!!__UNSET__!! <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
#Bestiary_Biomes.SolarPillar,!!__UNSET__!! <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
#Bestiary_Biomes.StardustPillar,!!__UNSET__!! <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
#Bestiary_Biomes.VortexPillar,!!__UNSET__!! <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<


# tags::purity,-----------------------------------------------------------------

Bestiary_Biomes.Graveyard,Raveyard
#Bestiary_Biomes.Meteor,!!__UNSET__!! <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
Bestiary_Biomes.Ocean,Edge of [ B I G   S A N S ]
Bestiary_Biomes.Sky,Skans (Sky Sans)
Bestiary_Biomes.Surface,Sansface (sans surface)
Bestiary_Biomes.TheDungeon,Gamestop


# tags::time,-------------------------------------------------------------------

Bestiary_Times.DayTime,:flushed:time
Bestiary_Times.NightTime,Mans(moon sans)time


# tags::underground,------------------------------------------------------------

Bestiary_Biomes.Caverns,Sansverns (sans caverns)
Bestiary_Biomes.Granite,Grans (granite sans)
Bestiary_Biomes.Marble,Mars (marble sans)
Bestiary_Biomes.SpiderNest,Sansder (sans spider) Nest
Bestiary_Biomes.TheUnderworld,The Undersans
Bestiary_Biomes.Underground,Sansderground (sans underground)


# tags::snow,-------------------------------------------------------------------

Bestiary_Biomes.Snow,The Snans
Bestiary_Biomes.UndergroundSnow,The Consanstrate
