Key,Translation
Bestiary_FlavorText.npc_LacBeetle,"This used to be a normal purple sans, but is no more. However, through sheer Perseverance, what is now a small pile of bones has started moving on its own!"

ItemName.HornetBanner,Gohst Sansnner
ItemName.MossHornetBanner,Bo Sansnner
ItemName.ManEaterBanner,Other Hand of Gaster Sansnner
ItemName.AngryTrapperBanner,Fist of Gaster Sansnner
ItemName.SpikedJungleSlimeBanner,Spooky Slans Sansnner
ItemName.JungleCreeperBanner,Landliner Sansnner
ItemName.ArapaimaBanner,Deathcan Sansnner
ItemName.MothBanner,Hammer Sansnner
ItemName.LacBeetleBanner,Perseverant Bones Sansnner
ItemTooltip.HornetBanner,"{$CommonItemTooltip.BannerBonus}Gohsts"
ItemTooltip.MossHornetBanner,"{$CommonItemTooltip.BannerBonus}Bos"
ItemTooltip.ManEaterBanner,"{$CommonItemTooltip.BannerBonus}Other Hands of Gaster"
ItemTooltip.AngryTrapperBanner,"{$CommonItemTooltip.BannerBonus}Fists of Gaster"
ItemTooltip.SpikedJungleSlimeBanner,"{$CommonItemTooltip.BannerBonus}Spooky Slanses"
ItemTooltip.JungleCreeperBanner,"{$CommonItemTooltip.BannerBonus}Landliners"
ItemTooltip.ArapaimaBanner,"{$CommonItemTooltip.BannerBonus}Deathcans"
ItemTooltip.MothBanner,"{$CommonItemTooltip.BannerBonus}Hammers"
ItemTooltip.LacBeetleBanner,"{$CommonItemTooltip.BannerBonus}Perseverant Bones"


# night,------------------------------------------------------------------------

NPCName.DemonEye,Sanson Eye
NPCName.DemonEyeOwl,{$NPCName.DemonEye}
NPCName.DemonEyeSpaceship,{$NPCName.DemonEye}
Bestiary_FlavorText.npc_DemonEye,"{$CommonBestiaryFlavor.DemonEye}(Classic variant)"
Bestiary_FlavorText.npc_CataractEye,"{$CommonBestiaryFlavor.DemonEye}(Ink variant)"
Bestiary_FlavorText.npc_DialatedEye,"{$CommonBestiaryFlavor.DemonEye}(Swap variant)"
Bestiary_FlavorText.npc_GreenEye,"{$CommonBestiaryFlavor.DemonEye}(Outer variant)"
Bestiary_FlavorText.npc_PurpleEye,"{$CommonBestiaryFlavor.DemonEye}(Fell variant)"
Bestiary_FlavorText.npc_SleepyEye,"{$CommonBestiaryFlavor.DemonEye}(Calm variant)"

NPCName.WanderingEye,Mature Sanson Eye
Bestiary_FlavorText.npc_WanderingEye,"Sanson Eyes that absorbed the darker energies, they use their new powers to switch forms, just like their creators."

ItemName.DemonEyeBanner,Sanson Eye Sansnner
ItemName.WanderingEyeBanner,Mature Sanson Eye Sansnner
ItemName.ZombieBanner,Aggressive Sans Sansnner
ItemTooltip.DemonEyeBanner,"{$CommonItemTooltip.BannerBonus}Sanson Eyes"
ItemTooltip.WanderingEyeBanner,"{$CommonItemTooltip.BannerBonus}Mature Sanson Eyes"
ItemTooltip.ZombieBanner,"{$CommonItemTooltip.BannerBonus}Aggressive Sanses"


# sky,--------------------------------------------------------------------------

NPCName.Harpy,Blaster Rider
Bestiary_FlavorText.npc_Harpy,"These bad-to-the-bone skelingtons love riding on their Gaster Blasters, throwing feathery bones at unsuspecting bystanders."
ProjectileName.HarpyFeather,Blaster Rider Feather

ItemName.HarpyBanner,Blaster Rider Sansnner
ItemTooltip.HarpyBanner,"{$CommonItemTooltip.BannerBonus}Blaster Riders"


# slime variations,-------------------------------------------------------------

# comment,"Didn't feel like sorting these"
SpecialNPCName.DirtSlime,Sirt!Slans
SpecialNPCName.StoneSlime,Stans!Slans
SpecialNPCName.WoodSlime,Thyme!Slans
SpecialNPCName.GraniteSlime,Grans!Slans
SpecialNPCName.MarbleSlime,Mars!Slans
SpecialNPCName.TorchSlime,Sanch!Slans
SpecialNPCName.HiveSlime,Spawner!Slans
SpecialNPCName.HoneySlime,Battery Acid!Slans
SpecialNPCName.HerbSlime,StoryShift!Slans
SpecialNPCName.SnowSlime,Snans!Slans
SpecialNPCName.FossilSlime,Petrified Calcium!Slans
SpecialNPCName.HeartSlime,SOUL!Slans
SpecialNPCName.HellSlime,Dark!Slans


# snow+ice,---------------------------------------------------------------------

NPCName.IceSlime,Snans Slans
NPCName.SpikedIceSlime,Hyperslans
Bestiary_FlavorText.npc_IceSlime,"Slanses in the snans biome end up coated in snans. How cute! ...until you consider that snans is the incredibly compacted dust of their fallen kin."
Bestiary_FlavorText.npc_SpikedIceSlime,"Overflowing with sansnergies (sans energies), this slans is highly unstable, and prone to ejecting bone fragments at anyone that approaches."
ProjectileName.IceSpike,Fractured Bone

NPCName.SnowFlinx,Supersymmetric Sans
Bestiary_FlavorText.npc_SnowFlinx,"Created from several superpositioned Sanses. Their unstable nature causes them to be sent flying back from even the lightest touch."

ItemName.IceSlimeBanner,Snansy Slans Sansnner
ItemName.SpikedIceSlimeBanner,Hyperslans Sansnner
ItemName.SnowFlinxBanner,Supersymmetric Sans Sansnner
ItemTooltip.SpikedIceSlimeBanner,"{$CommonItemTooltip.BannerBonus}Hyperslanses"
ItemTooltip.SnowFlinxBanner,"{$CommonItemTooltip.BannerBonus}Supersymmetric Sanses"
ItemTooltip.IceSlimeBanner,"{$CommonItemTooltip.BannerBonus}Snansy Slanses"


# surface,----------------------------------------------------------------------

NPCName.BlueSlime,Slans
NPCName.GreenSlime,Normal Slans
NPCName.PurpleSlime,Standard Slans
NPCName.Pinky,Slansy UwU
Bestiary_FlavorText.npc_BlueSlime,"These friendly little fellas aren't afraid to defend themselves!"
Bestiary_FlavorText.npc_GreenSlime,"As the normal slanses, they are quite small, but they still pack a punch!"
Bestiary_FlavorText.npc_PurpleSlime,"As the standard slanses, these guy's are quite hefty. Take care around them!"
Bestiary_FlavorText.npc_Pinky,"If you know anything about Sans, you know never to underestimate seemingly small and weak characters."

ItemName.SlimeBanner,Slans Sansnner
ItemName.GreenSlimeBanner,Normal Slans Sansnner
ItemName.PurpleSlimeBanner,Standard Slans Sansnner
ItemName.PinkyBanner,Slansy UwU Sansnner
ItemTooltip.SlimeBanner,"{$CommonItemTooltip.BannerBonus}Slanses"
ItemTooltip.GreenSlimeBanner,"{$CommonItemTooltip.BannerBonus}Normal Slanses"
ItemTooltip.PurpleSlimeBanner,"{$CommonItemTooltip.BannerBonus}Standard Slanses"
ItemTooltip.PinkyBanner,"{$CommonItemTooltip.BannerBonus}Slansies (UwU)"

# underground,------------------------------------------------------------------

NPCName.RedSlime,Default Slans
NPCName.YellowSlime,Average Slans
NPCName.BlackSlime,Regular Slans
NPCName.BabySlime,Ninji Slans
NPCName.MotherSlime,Ninja Slans
NPCName.ToxicSludge,Sansbert
Bestiary_FlavorText.npc_RedSlime,"As the default slanses, they like to hang out in the sansderground."
Bestiary_FlavorText.npc_YellowSlime,"As the average slans, these guys can be quite dangerous."
Bestiary_FlavorText.npc_BlackSlime,"This is indeed a regular slans, you just can't tell because it's really dark."
Bestiary_FlavorText.npc_BabySlime,"A clone created by Ninja Slanses. These can do a Ninji's signature move: Jumping."
Bestiary_FlavorText.npc_MotherSlime,"These slanses are learning ninja duplication moves from their king!"
Bestiary_FlavorText.npc_ToxicSludge,"Nuberts are known for their aborbant properties. After being unleashed, they absorbed the background sanergies, (sans energies) creating whatevereth this thingue is."

NPCName.CaveBat,Sanccoo
NPCName.GiantBat,Twooccoo
Bestiary_FlavorText.npc_CaveBat,"Members of an ancient and highly advanced society, these Sanccoos have fallen from their long lost city and now hide in the darkness."
Bestiary_FlavorText.npc_GiantBat,"What at first looks like a giant sanccoo is actually just two sanccoos in a trenchcoat! This is pretty confusing."

NPCName.Piranha,Jape Worm
Bestiary_FlavorText.npc_Piranha,"These hardy lil' fellas can survive gastric acid! However, they're pretty bad parasites - usually you don't want to kill a potential host."

NPCName.BoundGoblin,Bound Lnik
NPCName.BoundWizard,Bound Sans

NPCName.Skeleton,Fallen Sans
Bestiary_FlavorText.npc_Skeleton,"{$CommonBestiaryFlavor.Skeleton} They call this one the Blinkster."
ProjectileName.FlamingArrow,Safe Sansrrow

NPCName.Mimic,Sansmic
NPCName.LostGirl,Bound Lnik
NPCName.Nymph,Mimikc
Bestiary_FlavorText.npc_LostGirl,"What at first appears to be your friendly neighborhood Nerd!Lnik might actually be a trap! Look closely: this one isn't wearing glasses."
Bestiary_FlavorText.npc_Nymph,"This shape-shifter from another realm changes its form to what its victim desires most. You aren't the victim, by the way."

NPCName.GiantWormBody,Live Thyme
NPCName.GiantWormHead,Live Thyme
NPCName.GiantWormTail,Live Thyme
Bestiary_FlavorText.npc_GiantWormHead,"Those little Sans ""heads"" are actually the flowers of the Bad Thyme plants... most of the time. Sometimes, they sprout with actual brains, and uproot themselves, in search of easy prey."

ProjectileName.WebSpit,Grabber Target

ItemName.RedSlimeBanner,Default Slans Sansnner
ItemName.YellowSlimeBanner,Average Slans Sansnner
ItemName.BlackSlimeBanner,Regular Slans Sansnner
ItemName.MotherSlimeBanner,Ninja Slans Sansnner
ItemName.BatBanner,Sanccoo Sansnner
ItemName.GiantBatBanner,Twooccoo Sansnner
ItemName.PiranhaBanner,Jape Worm Sansnner
ItemName.ToxicSludgeBanner,Sansbert Sansnner
ItemName.WormBanner,Live Thyme Sansnner
ItemName.SkeletonBanner,Lost Sans Sansnner
ItemName.NypmhBanner,Mimikc Sansnner
ItemTooltip.RedSlimeBanner,"{$CommonItemTooltip.BannerBonus}Default Slanses"
ItemTooltip.YellowSlimeBanner,"{$CommonItemTooltip.BannerBonus}Average Slanses"
ItemTooltip.BlackSlimeBanner,"{$CommonItemTooltip.BannerBonus}Regular Slanses"
ItemTooltip.MotherSlimeBanner,"{$CommonItemTooltip.BannerBonus}Ninja Slanses"
ItemTooltip.BatBanner,"{$CommonItemTooltip.BannerBonus}Sanccoos"
ItemTooltip.GiantBatBanner,"{$CommonItemTooltip.BannerBonus}Twooccoos"
ItemTooltip.PiranhaBanner,"{$CommonItemTootip.BannerBonus}Jape Worms"
ItemTooltip.ToxicSludgeBanner,"{$CommonItemTooltip.BannerBonus}Sansberts"
ItemTooltip.WormBanner,"{$CommonItemTooltip.BannerBonus}Live Thymes"
ItemTooltip.SkeletonBanner,"{$CommonItemTooltip.BannerBonus}Lost Sanses"
ItemTooltip.NypmhBanner,"{$CommonItemTooltip.BannerBonus}Mimikcs"


# underworld,-------------------------------------------------------------------

NPCName.LavaSlime,Fell!Slans
Bestiary_FlavorText.npc_LavaSlime,"The Underfell variant of Slanses, these guys travelled all the way to the Undersans because, after all, it's a lot cooler than the lame Sansface."

NPCName.BoneSerpentBody,Wall Plug
NPCName.BoneSerpentHead,Wall Plug
NPCName.BoneSerpentTail,Wall Plug
NPCName.FireImp,Lancer
Bestiary_FlavorText.npc_BoneSerpentHead,"Who unplugged these guys?! They love to chomp at things, especially lightners, so be careful around them!"
Bestiary_FlavorText.npc_FireImp,"This firendly spade is here to throw spades he dug up with his spade at you! It's nothing personal, he just really likes throwing spades."

ItemName.LavaSlimeBanner,Fell!Slans Sansnner
ItemName.FireImpBanner,Lancer Sansnner
ItemTooltip.LavaSlimeBanner,"{$CommonItemTooltip.BannerBonus}Fell!Slanses"
ItemTooltip.FireImpBanner,"{$CommonItemTooltip.BannerBonus}Lancers"


# unique,-----------------------------------------------------------------------

NPCName.MeteorHead,Outer!Skull
Bestiary_FlavorText.npc_MeteorHead,"Sometimes the Outer!Sansnite comes alive to play pranks that are out of this world! Too bad their LOAN (Level Of AnnoyaNce) reaches interstellar levels."

ItemName.MeteorHeadBanner,Outer!Skull Sansnner
ItemTooltip.MeteorHeadBanner,"{$CommonItemTooltip.BannerBonus}Outer!Skulls"
