Key,Translation
ItemTooltip.StaffofRegrowth,"Creates sans on sirt
[c/ff0000:+Eye collection] when used to gather"


# spreaders,--------------------------------------------------------------------

ItemName.PurificationPowder,Sansing Powder
ItemTooltip.PurificationPowder,"Spreads Sans Fanfic
'It's like a mini Sh'ans Ritual in a bag!'"
ProjectileName.PurificationPowder,{$ItemName.PurificationPowder}

ItemName.VilePowder,Luiging Powder
ItemTooltip.VilePowder,"Spreads Luigi Fanfic
'This isn't going to make things any better'"
ProjectileName.VilePowder,{$ItemName.VilePowder}

ItemName.ViciousPowder,Powder of War
ItemTooltip.ViciousPowder,"Spreads the No San's Land
'Why are you spreading war'"
ProjectileName.ViciousPowder,{$ItemName.ViciousPowder}


# teleports,--------------------------------------------------------------------

ItemName.MagicMirror,Mirror of Regret
ItemTooltip.MagicMirror,"Sansleports you back to whatever
could be considered ""home"" here"

ItemTooltip.IceMirror,"{$ItemTooltip.MagicMirror}"
