Key,Translation
LegacyInterface.8,Query Habitat
LegacyInterface.9,Sansccessory


#[ interface names ],<<-|----------------------------------------|->>


LegacyInterface.4,Sansventory
LegacyInterface.26,Bux
LegacyInterface.27,Sansmmo
LegacyInterface.32,Piggy!Sans
LegacyInterface.80,Habitats


#[ inventory ],<<-|----------------------------------------------|->>


LegacyInterface.3,Trash!Sans
LegacyInterface.5,Hotsans sanslocked
LegacyInterface.6,Hotsans locked
LegacyInterface.28,Close
LegacyInterface.29,Deposit All
LegacyInterface.30,Loot All
LegacyInterface.66,Sanvings


#[ languages ],<<-|----------------------------------------------|->>


Language.Chinese,Sorry Nothing
Language.English,English (only one with changed text)
Language.French,Sorry Nothing
Language.German,Sorry Nothing
Language.Italian,Sorry Nothing
Language.Polish,Sorry Nothing
Language.Portuguese,Sorry Nothing
Language.Russian,Sorry Nothing
Language.Spanish,Sorry Nothing


#[ loading tips ],<<-|-------------------------------------------|->>


LoadingTips_Default.1,"Other humans can loot your chansts! If you don't trust them, kill them! Kill them with hammers!"
LoadingTips_Default.2,"Info sansccessories don't need to be equipped, just stay blissfully unaware!"

LoadingTips_Default.8,Sometimes you can find sanses hidden around the [ B I G   S A N S ]. Duh.

LoadingTips_Default.10,Gastric acid will break your fall (and your ligaments)!
LoadingTips_Default.11,"Sanches may light up the world around you, but they can never light up the darkness inside your heart."

LoadingTips_Default.15,Consume the SOULs of fallen humans to increase your LOVE!
LoadingTips_Default.16,sanches require uhhhhhh something i forgor..

LoadingTips_Default.21,"Koridians love rubies. If you got yourself some, one might move in!"
LoadingTips_Default.22,Keep a Spamton NutriNose™ in your hotbar at all times!
LoadingTips_Default.23,"Make sure to avoid having valid shelter with empty rooms, otherwise you'll attract even more sanses!"
LoadingTips_Default.24,"When exploring, make sure to bring some comics to read. Comics can be crafted from numerous sansterials such as Bones, Bones, or even Bones."
LoadingTips_Default.25,Slay a powerful sans to attract more sanses. What a rotten deal!

LoadingTips_Default.27,""go there"" ""in the dark?"" ""go in the dark""

LoadingTips_Default.33,Watch out for rolling rocks!

LoadingTips_Default.60,Sans is overpowered.

LoadingTips_Default.63,Eyes can be used to grow a variety of delicious ingredients for crafting condiments.

LoadingTips_Default.100,"With the Underswap mechanic enabled, you can replace one sans with papyrus directly, rather than having to mine him first."
LoadingTips_Default.103,Did you know you can order your Sansmmons to attack a specific sans? Well so did I!
LoadingTips_Default.107,Sanses aren't the only danger when exploring the [ B I G   S A N S ]. Watch out for loogies too!
LoadingTips_Default.108,Find a :cool: :new: :free: Sansterial? Want to know what you can make? Too bad! Suffer!
LoadingTips_Default.109,Have some Sanses perished? Good! You're on the right track.

LoadingTips_Default.110,The Spamton NutriNose™'s healing properties works best when used near your bed or friendly NPCs!


#[ pause menu ],<<-|---------------------------------------------|->>


LegacyInterface.35,Sansve & Sansxit
LegacyInterface.36,Sansconnect
LegacyInterface.62,Sansttings
LegacyInterface.63,Cansans
LegacyInterface.68,Sansttings

GameUI.QualityHigh,Bad
GameUI.QualityMedium,Good
GameUI.QualityLow,Great
GameUI.QualityOff,Onn
LegacyMenu.59,Time: Bad
LegacyMenu.60,Time: Good
LegacyMenu.61,Time: Great
LegacyMenu.62,Time: Onn

UI.Save,Sansve

LegacyMenu.247,Game speed: Choppy
LegacyMenu.248,Game speed: Normal
LegacyMenu.249,Game speed: Slooooow


#[ reforging ],<<-|----------------------------------------------|->>


LegacyInterface.19,Resans
LegacyInterface.20,Place an item here to resans


#[ resources ],<<-|----------------------------------------------|->>


LegacyInterface.0,HP:
LegacyInterface.1,Brans (breath sans)
LegacyInterface.2,TP
LegacyInterface.10,DF


#[ menu ],<<-|---------------------------------------------------|->>


LegacyMenu.5,New
LegacyMenu.104,На
LegacyMenu.105,Дет
LegacyMenu.119,Sansbient:
LegacyMenu.124,Onn
LegacyMenu.126,Of
LegacyMenu.117,Onn

LegacyMenu.12,Exit
LegacyMenu.13,Credits
LegacyMenu.131,Settings
UI.Workshop,Enable Sans Fanfic: Terraria Adventure
LegacyMenu.14,Achievements
UI.Credits,Multiplayer
LegacyMenu.15,Single Player

LegacyInterface.72,Onn
LegacyInterface.73,Of

LegacyMenu.6,Cansans
UI.Cancel,Cansans
UI.New,Back


#[ player modes ],<<-|-------------------------------------------|->>


UI.Softcore,Balls of Iron
UI.Mediumcore,Balls of Steel
UI.Hardcore,Ball of Netherite

LegacyMenu.24,{$UI.Hardcore}
LegacyMenu.25,{$UI.Mediumcore}
LegacyMenu.26,{$UI.Softcore}

LegacyMenu.29,"You won't be able SAVE or LOAD. This will be very, very, interesting."
LegacyMenu.30,"Losing items on death? Sorry, you've got the wrong game."
LegacyMenu.31,"Your everyday human. Prone to losing Sans Bux upon heart faliure."
UI.CreativeDescriptionPlayer,"You get to start dripped out, but can only play in ball-less worlds. Dems the rules!"


#[ world creation : attrs ],<<-|---------------------------------|->>


UI.Creative,No Ball
UI.Normal,1 Ball
UI.Expert,2 Ball
UI.Master,3 Ball
UI.Legendary,4 Ball

LegacyMenu.92,{$UI.WorldSizeLarge}
LegacyMenu.93,{$UI.WorldSizeMedium}
LegacyMenu.94,{$UI.WorldSizeSmall}

UI.WorldCreationDifficulty,Balls required:
UI.WorldDescriptionCreative,:3
UI.WorldDescriptionNormal,:)
UI.WorldDescriptionExpert,>:)
UI.WorldDescriptionMaster,>8]

UI.WorldSizeFormat,{0} Size
UI.WorldSizeLarge,smol beanz
UI.WorldSizeMedium,Family
UI.WorldSizeSmall,JUMBO
UI.WorldSizeUnknown,Idfk

UI.WorldCreationEvil,Anomaly:
UI.WorldDescriptionEvilCorrupt,[ B I G   L O O G I E ] will infect your wans.
UI.WorldDescriptionEvilCrimson,Unending war will plague your sans.
UI.WorldDescriptionEvilRandom,"Idk which evil will infect your sans, but it won't be good"

UI.WorldCreationSize,Size of [ B I G   S A N S ]:
UI.WorldDescriptionSizeLarge,Prepare for a lot of walking.
UI.WorldDescriptionSizeMedium,Right in the Goldilocks zone.
UI.WorldDescriptionSizeSmall,Prone to worldgen errors.


#[ world creation : misc ],<<-|----------------------------------|->>


UI.CopySeed,Soppy (sans copy) SansID: {0}

UI.WorldDescriptionDefault,Please enjoy your last moments of peace before you enter a world.

UI.WorldCreationName,Forbidden words:
UI.WorldCreationNameEmpty,"<nothing, nada, zilch>"
UI.WorldDescriptionName,"If you call your sans anything other than ""sans"", what's even the point?"


UI.WorldCreationNumberOfWorlds,# of [ B I G   S A N S ]'s

UI.WorldCreationNumberOfWorldsDescription,Number of hells to unleash at once.

UI.WorldCreationRandomizeNameDescription,Does nothing.

UI.WorldCreationRandomizeSeedDescription,Does nothing ;)

UI.WorldCreationSeed,SansID
UI.WorldCreationSeedEmpty,<Random>
UI.WorldDescriptionSeed,Set a SansID.


#[ menu : titles ],<<-|------------------------------------------|->>


UI.ResourcePacks,Menu where you make sure that Sans Fanfic: Terraria Adventure is enabled
UI.WorkshopHub,Worksans Hub

Workshop.CategoryTitleDisclaimer,Sansvice Agreement
Workshop.CategoryTitlePublicity,Sansibility
Workshop.CategoryTitleTags,Sans Tags


#[ minimap : items ],<<-|----------------------------------------|->>


UI.SpawnPoint,Gates of Hell


#[ minimap : frames ],<<-|---------------------------------------|->>


UI.MinimapFrame_Default,Sansfault
UI.MinimapFrame_Golden,Palyld
UI.MinimapFrame_Leaf,DeltaWarriors
UI.MinimapFrame_Remix,Sansmix
UI.MinimapFrame_Retro,FallenChild
UI.MinimapFrame_Sticks,MysteryMan
UI.MinimapFrame_StoneGold,Hologram
UI.MinimapFrame_TwigLeaf,HumanSouls
UI.MinimapFrame_Valkyrie,Loogiefault


#[ workshop ],<<-|-----------------------------------------------|->>


UI.Author,Culprit: {0}
UI.AvailableResourcePacksTitle,Not Sans Fanfic: Terraria Adventure ({Amount})
UI.EnabledResourcePacksTitle,Sans Fanfic: Terraria Adventure ({Amount})

Workshop.EnterNewNameForImportedWorld,Enter [ B I G   S A N S ] name:
Workshop.HubDescriptionImportWorlds,Import sanses from the worksans.


UI.EnableTexturePack,Only click if it's Sans Fanfic: Terraria Adventure
UI.DisableTexturePack,Leaving so soon?
UI.OffsetTexturePackPriorityDown,Put behind Sans Fanfic: Terraria Adventure
UI.OffsetTexturePackPriorityUp,Put Sans Fanfic: Terraria Adventure in front


Workshop.HubPublishWorlds,Publish Sanses

Workshop.HubResourcePacks,Enable Sans Fanfic: Terraria Adventure

Workshop.HubPublishResourcePacks,Unnecessary Feature

Workshop.HubWorlds,Import Sanses

Workshop.InfoDescriptionDefault,Why are you publishing something while this pack is enabled?

Workshop.PreviewImagePathTitle,Sansmage:
Workshop.PreviewImagePathEmpty,"<nothing, nada, zilch>"
Workshop.PreviewImagePathDescription,Choose a nice picture of Sans. (max size 512x512)

Workshop.Publish,[ U N L E A S H ]


#[ workshop : descriptions ],<<-|--------------------------------|->>


Workshop.HubDescriptionDefault,"[c/ff0000:PREPARE YOU'RE POSTERIOR]

Warning: Full of spoilers for Undertale and Deltarune (and lots of other stuff too)!"

Workshop.HubDescriptionPublishResourcePacks,"Why would you publish a Resource Pack? You don't need anything other than Sans Fanfic: Terraria Adventure."
Workshop.HubDescriptionPublishWorlds,"Publish your [ B I G   S A N S ] and have it spread across the galaxy."
Workshop.HubDescriptionUseResourcePacks,"Just in case you forgot to enable Sans Fanfic: Terraria Adventure."


#[ workshop : issues ],<<-|--------------------------------------|->>


Workshop.ReportIssue_CannotPublishZips,"You can't publish zip files, dumbass"
Workshop.ReportIssue_CouldNotCreateResourcePackManifestFile,Could not manifest a sansnifest file.
Workshop.ReportIssue_CouldNotCreateTemporaryFolder,Could not create a temp sansder.
Workshop.ReportIssue_FailedToLoadSubscribedFile,Failed to load sansbscribed file (I hope that wasn't Sans Fanfic: Terraria Adventure)
Workshop.ReportIssue_FailedToPublish_AccessDeniedBecauseUserDoesntOwnLicenseForApp,"Congrats, you found the string with the longest identifier (probably): Workshop.ReportIssue_FailedToPublish_AccessDeniedBecauseUserDoesntOwnLicenseForApp"
Workshop.ReportIssue_FailedToPublish_Common,Couldn't publish for some reason LMAO
Workshop.ReportIssue_FailedToPublish_CouldNotFindFolderToUpload,Couldn't find folder to sanspload.
Workshop.ReportIssue_FailedToPublish_ImageSizeIsTooLarge,"Image is too lawge OwO
Current sanze: {Width}x{Height}"


#[ misc ],<<-|---------------------------------------------------|->>



UI.Ellipsis,",,,,,,,,,,,,,,,"

GameUI.NotEnoughWater,Hmm... Needs more gastric acid...

LegacyInterface.53,Gastric Acid


#[ worldgen ],<<-|-----------------------------------------------|->>


UI.WorldGenEasterEgg_GeneratingBees,YES THE BEEEEEEEEEEEEEES!
Misc.ForceWaterSettling,Forcing gastric acid to sansttle.
Misc.WaterSettled,Gastric acid has been sansttled.


#[  ],<<-|-------------------------------------------------------|->>
