Key,Translation
ItemTooltip.BatBanner,"{$CommonItemTooltip.BannerBonus}Sanccoos"
ItemTooltip.GiantBatBanner,"{$CommonItemTooltip.BannerBonus}Twooccoos"
ItemTooltip.PiranhaBanner,"{$CommonItemTootip.BannerBonus}Jape Worms"
ItemTooltip.ToxicSludgeBanner,"{$CommonItemTooltip.BannerBonus}Sansberts"
ItemTooltip.WormBanner,"{$CommonItemTooltip.BannerBonus}Live Thymes"
ItemTooltip.SkeletonBanner,"{$CommonItemTooltip.BannerBonus}Lost Sanses"
ItemTooltip.NypmhBanner,"{$CommonItemTooltip.BannerBonus}Mimikcs"


#[ underworld ],<<-|---------------------------------------------|->>


ItemName.FireImpBanner,Lancer Sansnner

ItemTooltip.FireImpBanner,"{$CommonItemTooltip.BannerBonus}Lancers"


#[ snow / ice ],<<-|---------------------------------------------|->>


ItemName.SnowFlinxBanner,Supersymmetric Sans Sansnner

ItemTooltip.SnowFlinxBanner,"{$CommonItemTooltip.BannerBonus}Supersymmetric Sanses"


#[ jungle ],<<-|-------------------------------------------------|->>


ItemName.JungleBatBanner,Molddoo Sansnner
ItemName.SnatcherBanner,Hand of Gaster Sansnner
ItemName.DoctorBonesBanner,Husk Sansnner
ItemName.DerplingBanner,Jumpler Sansnner
ItemName.TortoiseBanner,Handy Loogi Sansnner
ItemName.GiantFlyingFoxBanner,Stage 7 Molddoo Sansnner
ItemName.AnglerFishBanner,Worm from the String Sansnner
ItemName.HornetBanner,Gohst Sansnner
ItemName.SpikedJungleSlimeBanner,Spooky Slans Sansnner
ItemName.LacBeetleBanner,Perseverant Bones Sansnner

ItemTooltip.JungleBatBanner,"{$CommonItemTooltip.BannerBonus}Molddoos"
ItemTooltip.SnatcherBanner,"{$CommonItemTooltip.BannerBonus}Hands of Gaster"
ItemTooltip.DoctorBonesBanner,"{$CommonItemTooltip.BannerBonus}Husks"
ItemTooltip.DerplingBanner,"{$CommonItemTooltip.BannerBonus}Jumplers"
ItemTooltip.TortoiseBanner,"{$CommonItemTooltip.BannerBonus}Handy Loogies"
ItemTooltip.GiantFlyingFoxBanner,"{$CommonItemTooltip.BannerBonus}Stage 7 Molddoos"
ItemTooltip.AnglerFishBanner,"{$CommonItemTooltip.BannerBonus}Worms from the String"
ItemTooltip.HornetBanner,"{$CommonItemTooltip.BannerBonus}Gohsts"
ItemTooltip.SpikedJungleSlimeBanner,"{$CommonItemTooltip.BannerBonus}Spooky Slanses"
ItemTooltip.LacBeetleBanner,"{$CommonItemTooltip.BannerBonus}Perseverant Bones"


#[ corruption ],<<-|---------------------------------------------|->>


ItemName.ClingerBanner,Venus Thunder Trap Sansnner
ItemName.CorruptorBanner,Superloominal Crawler Sansnner
ItemName.EaterofSoulsBanner,Loominal Crawler Sansnner
ItemName.DevourerBanner,Wiggler Sansnner
ItemName.WorldFeederBanner,Biggler Sansnner

ItemTooltip.ClingerBanner,"{$CommonItemTooltip.BannerBonus}Venus THUNDERRR Traps"
ItemTooltip.CorruptorBanner,"{$CommonItemTooltip.BannerBonus}Superloominal Crawlers"
ItemTooltip.DevourerBanner,"{$CommonItemTooltip.BannerBonus}Wigglers"
ItemTooltip.WorldFeederBanner,"{$CommonItemTooltip.BannerBonus}Bigglers"
ItemTooltip.EaterofSoulsBanner,"{$CommonItemTooltip.BannerBonus}Loominal Crawlers"


#[ hallow ],<<-|-------------------------------------------------|->>


ItemName.PixieBanner,Virovirokun Sansnner

ItemTooltip.PixieBanner,"{$CommonItemTooltip.BannerBonus}Virovirokuns"


#[ events : goblin army ],<<-|-----------------------------------|->>


ItemName.GoblinArcherBanner,The Worst Lnik Sansnner
ItemName.GoblinPeonBanner,Green Lnik Sansnner
ItemName.GoblinSorcererBanner,Purple Lnik Sansnner
ItemName.GoblinSummonerBanner,Warlniks Sansnner
ItemName.GoblinThiefBanner,Yellow Lnik Sansnner
ItemName.GoblinWarriorBanner,Red Lnik Sansnner

ItemTooltip.GoblinArcherBanner,"{$CommonItemTooltip.BannerBonus}The Worst Lniks"
ItemTooltip.GoblinPeonBanner,"{$CommonItemTooltip.BannerBonus}Green Lniks"
ItemTooltip.GoblinSorcererBanner,"{$CommonItemTooltip.BannerBonus}Purple Lniks"
ItemTooltip.GoblinSummonerBanner,"{$CommonItemTooltip.BannerBonus}Warlniks"
ItemTooltip.GoblinThiefBanner,"{$CommonItemTooltip.BannerBonus}Yellow Lniks"
ItemTooltip.GoblinWarriorBanner,"{$CommonItemTooltip.BannerBonus}Red Lniks"


#[ misc. ],<<-|--------------------------------------------------|->>


ItemName.MeteorHeadBanner,Outer!Skull Sansnner

ItemTooltip.MeteorHeadBanner,"{$CommonItemTooltip.BannerBonus}Outer!Skulls"
