Key,Translation
ItemName.LihzahrdDoor,Forsaken Door
ItemName.LihzahrdDresser,Forsaken Sansser...?
ItemName.LihzahrdLamp,Forsaken Samp
ItemName.LihzahrdLantern,Forsaken Sanstern
ItemName.LihzahrdPiano,Forsaken “Furniture”
ItemName.LihzahrdSink,Forsaken Emergency Eyewash Station
ItemName.LihzahrdSofa,Forsaken Sansfa
ItemName.LihzahrdTable,Forsaken Sansble
ItemName.ToiletLihzhard,Forsaken World's Cleanest Urinal


# decorative::living wood,------------------------------------------------------

MapObject.LivingWood,[ L I V I N G   S A N S ]


# decorative::marble,-----------------------------------------------------------

ItemName.Marble,Mars


# decorative::mushroom,---------------------------------------------------------

ItemName.Mushroom,Sanshroom


# decorative::pearlwood,--------------------------------------------------------

ItemName.Pearlwood,Cyber Thyme
ItemName.PearlwoodPlatform,Cyber Thyme Comic
ItemName.PearlwoodWall,Cyber Thyme Sall

ItemName.PearlwoodBathtub,Cyber Thyme Badtub
ItemName.PearlwoodBed,Cyber Thyme Bad
ItemName.PearlwoodBookcase,Cyber Thyme Copy-of-UNDERALEcase
ItemName.PearlwoodCandelabra,Cyber Thyme Sansdelabra
ItemName.PearlwoodCandle,Cyber Thyme Sansdle
ItemName.PearlwoodChair,Cyber Thyme Sair (sans chair)
ItemName.PearlwoodChandelier,Cyber Thyme Sansdelier
ItemName.PearlwoodChest,Cyber Thyme Chanst (sans chest)
ItemName.PearlwoodClock,Cyber Thyme Sock (sans clock)
ItemName.PearlwoodDoor,Cyber Thyme Door
ItemName.PearlwoodDresser,Cyber Thyme Sansser
ItemName.PearlwoodFence,Cyber Thyme Bad
ItemName.PearlwoodLamp,Cyber Thyme Samp
ItemName.PearlwoodLantern,Cyber Thyme Sanstern
ItemName.PearlwoodPiano,Cyber Thyme Sansmophone
ItemName.PearlwoodSink,Cyber Thyme Sank
ItemName.PearlwoodSofa,Cyber Thyme Sansfa
ItemName.PearlwoodTable,Cyber Thyme Sansble
ItemName.PearlwoodWorkBench,Cyber Thyme Work Bans (bench sans)
ItemName.ToiletPearlwood,Cyber Thyme Inconsistently Shaded Dispatch Hatch

LegacyChestType.9,{$ItemName.PearlwoodChest}
LegacyDresserType.3,{$ItemName.PearlwoodDresser}


# decorative::rich mahogany,----------------------------------------------------

ItemName.RichMahogany,Homely Fungus
ItemName.RichMahoganyPlatform,Homely Comic
ItemName.RichMahoganyWall,Homely Sall
ItemName.RichMahoganyBeam,Homely Seam (sans beam)

ItemName.RichMahoganyBathtub,Homely Badtub
ItemName.RichMahoganyBed,Homely Bad
ItemName.RichMahoganyBookcase,Homely Copy-of-UNDERTALEcase
ItemName.RichMahoganyCandelabra,Homely Sansdelabra
ItemName.RichMahoganyCandle,Homely Sansdle
ItemName.RichMahoganyChair,Homely Sair
ItemName.RichMahoganyChandelier,Homely Sansdelier
ItemName.RichMahoganyChest,Homely Chanst (sans chest)
ItemName.RichMahoganyClock,Homely Potted Plant That Somehow Tells the Time
ItemName.RichMahoganyDoor,Homely Door
ItemName.RichMahoganyDresser,Homely Sansser
ItemName.RichMahoganyFence,Homely Sance (sans fence)
ItemName.RichMahoganyLamp,Homely Sasnsp
ItemName.RichMahoganyLantern,Homely Sanstern
ItemName.RichMahoganyPiano,Homely Pans
ItemName.RichMahoganySink,Homely Sansk
ItemName.RichMahoganySofa,Homely Sansfa
ItemName.RichMahoganyTable,Homely Sansble
ItemName.RichMahoganyWorkBench,Homely Work Bans (bench sans)
ItemName.ToiletRichMahogany,Homely Dispatch Hatch


# decorative::snow,-------------------------------------------------------------

ItemName.SnowBlock,Snans (snow sans)


# decorative::wood,-------------------------------------------------------------

ItemName.Wood,Bad Thyme
ItemName.WoodPlatform,Bad Thyme Comic
ItemName.WoodWall,Bad Thyme Sall
ItemName.WoodenBeam,Bone Seam (sans beam)

ItemName.Bed,Bad Thyme Bad
ItemName.Chest,Chanst (sans chest)
ItemName.Dresser,Bad Thyme Sansser
ItemName.GrandfatherClock,Bad Thyme Sock (sans clock)
ItemName.WoodenChair,Bad Thyme Sair (sans chair)
ItemName.WoodenDoor,Bad Thyme Door
ItemName.WoodenFence,Bad Thyme Sance (sans fence)
ItemName.WoodenSink,Bad Thyme Sank (sans sink)
ItemName.WoodenTable,Bad Thyme Sansble (sans table)

ItemName.WorkBench,Bad Thyme Work Bans (bench sans)
ItemTooltip.WorkBench,"Used for sansic crafting"

LegacyDresserType.0,Bad Thyme Sansser


# functional::campfires,--------------------------------------------------------

ItemName.Campfire,Campsans
ItemName.JungleCampfire,Toriel's Camphouse
ItemTooltip.Campfire,"When near a campsans: [c/00ff7f:HP regen ↗]"
ItemTooltip.JungleCampfire,"{ItemTooltip.Campfire}"


# functional::crafting stations,------------------------------------------------

ItemName.Furnace,Sansnace
ItemTooltip.Furnace,"Used to process SOULs into bars"

ItemName.IronAnvil,Iriel Sansvil
ItemName.LeadAnvil,Toriad Sansvil
ItemTooltip.IronAnvil,"Used to forge bars into sweapons (sans weapons)"
ItemTooltip.LeadAnvil,"{$ItemTooltip.IronAnvil}"
MapObject.Anvil,Sansvil

ItemName.Sawmill,Sansmill
ItemTooltip.Sawmill,"Used for advanced thyme crafting"

ItemName.ImbuingStation,Coffee Machine
ItemTooltip.ImbuingStation,"Used to brew new and exciting kinds of caffeine products™"

ItemName.HoneyDispenser,Automotive Workshop
ItemName.LihzahrdFurnace,G-00 Formation Chamber
ItemTooltip.HoneyDispenser,"{$CommonItemTooltip.SpecialCrafting}{$ItemName.HoneyBlock}"
ItemTooltip.LihzahrdFurnace,"{$CommonItemTooltip.SpecialCrafting}{$ItemName.LihzahrdBrick}"


# functional::pylons,-----------------------------------------------------------

ItemName.TeleportationPylonJungle,"Toriel's House Sanslon"
ItemTooltip.TeleportationPylonJungle,"{$CommonItemTooltip.TeleportationPylon}
[c/7f7f7f:------]
""Every iteration of [c/ff0000:Sans Fanfic] requires an iteration of
[c/0000ff:Toriel's House]. [...] Oddly, it seems the walpaper lining
the [ B I G   S A N S ] in this iteration is a very aggressive fungus.""
- WD!Alphys, Exploration of [c/ff0000:Sans Fanfic]'s Biomes"

ItemName.TeleportationPylonPurity,"Sansface Sanslon"
ItemTooltip.TeleportationPylonPurity,"{$CommonItemTooltip.TeleportationPylon}
[c/7f7f7f:------]
""The Sansface (sans surface) is the sufrace of the [ B I G   S A N S ],
and is the most common biome of [c/ff0000:Sans Fanfic] [...]""
- WD!Alphys, Exploration of [c/ff0000:Sans Fanfic]'s Biomes"

MapObject.TeleportationPylon,Sansleportation Sanslon


# functional::ropes,------------------------------------------------------------

# comment,"Look, Gordon! Ropes!"
# comment,"Beware, Brother! Lines!"

ItemName.Rope,Sanspe (sans rope)
ItemTooltip.RopeCoil,"Throw to create a climbable line of {$ItemName.Rope}!"

ItemName.RopeCoil,{$ItemName.Rope} Soil (sans coil)
ProjectileName.RopeCoil,{$ItemName.RopeCoil}


# functional::storage,----------------------------------------------------------

ItemName.PiggyBank,Piggy!Sans
ItemName.MoneyTrough,Hot Cat
ItemTooltip.PiggyBank,"He's a tough boy, treat him like one of your ITEMs"
ItemTooltip.MoneyTrough,"Sansmmons a lil' Sansy to store your ITEMs"
ProjectileName.FlyingPiggyBank,Lil' Sansy

ItemName.IvyChest,Toy Chanst (sans chest)
LegacyChestType.10,"{$ItemName.IvyChest}"


# functional::torches,----------------------------------------------------------

ItemName.Torch,Sanch (sans torch)
ItemName.JungleTorch,Toriel's Houch (house torch)
ItemTooltip.Torch,"Provides fuck all"


# functional::unique,-----------------------------------------------------------

ItemTooltip.DD2ElderCrystal,"Place in the Brandshroom Stand to summon Luigian Portals"
ItemTooltip.DD2ElderCrystalStand,"Holds the Brandshroom"


# functional::wiring::inputs,---------------------------------------------------

ItemName.LihzahrdPressurePlate,Forsaken LEGO Brick
ItemTooltip.LihzahrdPressurePlate,"Something bad's bound to happen if you step on it!
'Ah, the Goo Legoo...'"


# functional::wiring::outputs,--------------------------------------------------

ItemName.ActiveStoneBlock,Sansctive Stans
ItemName.InactiveStoneBlock,Sansnactive Stans
ItemName.PixelBox,Sans Eye Box
ItemTooltip.PixelBox,"Turns off from sansrizontal sansgnals
Turns on from sanstical sansgnals"

ItemName.BeeHive,Remote Spawner
ProjectileName.BeeHive,{$ItemName.BeeHive}
MapObject.BeeHive,"{$ItemName.BeeHive}"

ItemName.SpearTrap,Speedy Googi
ItemName.SpikyBallTrap,Toothy Googi
ItemName.SuperDartTrap,Bullshit Background-Colored 'Stachy Googi
ItemName.FlameTrap,Snotty Googi
ProjectileName.SpearTrap,{$ItemName.SpearTrap}
ProjectileName.SpikyBallTrap,Gooey Tooth
ProjectileName.PoisonDartTrap,Bullshit Background-Colored 'Stache
ProjectileName.FlamesTrap,Snot
ItemName.WoodenSpike,Googi Growth
MapObject.Trap,Yummy Treats!!!


# paintings,--------------------------------------------------------------------

# comment,"3x3 paintings go in Items_TradingCards"

ItemName.GoblinsPlayingPoker,The Fanfic
ItemName.Dryadisque,Luigisque
ItemName.DoNotStepontheGrass,Days Gone By
ItemName.QueenOfBees,MY CHILD
ItemName.PaintingItsScragglinTime,I can be Your angle....or Yuor Devil
ItemTooltip.GoblinsPlayingPoker,"By SansFanfic!Sans
'Love wins'"
ItemTooltip.Dryadisque,"By Loodvig von Shroom
'Average Loogie'"
ItemTooltip.DoNotStepontheGrass,"'Recovered from a Classic timeline (Pre-Plan Era)'
'Things used to be good'"
ItemTooltip.QueenOfBees,"BY ME YOURE MOM ]: )
'MY CHILD YOU ARE BREAKING MY [c/ff0000:HEART]'"
ItemTooltip.PaintingItsScragglinTime,"[c/ffff00:::EXPLICIT PURPOSE::'recurring scenery';'evil mode';'hehe']"

# plants,-----------------------------------------------------------------------

ItemName.Sunflower,Echo Flower

ItemName.PottedJungleBamboo,Potted Toothy Toriel
ItemName.PottedJungleCedar,Potted Brambly Toriel
ItemName.PottedJunglePalm,Potted Hollow Toriel
ItemName.PottedJungleTree,Potted Handy Toriel

MapObject.Sapling,Thyme Sprout
MapObject.Tree,Bad Thyme
MapObject.Thorn,Toriel's Furniture
MapObject.Thorns,Tendrils


# rubble,-----------------------------------------------------------------------

MapObject.Pot,Treasurehead


# statues,----------------------------------------------------------------------

MapObject.Statue,Stanstue


# statues::critters,------------------------------------------------------------

ItemName.FrogStatue,Pog Stanstue
ItemName.BuggyStatue,Moldbug Stanstue
ItemName.MacawStatue,Mini Sans Stanstue
ItemName.ToucanStatue,{$NPCName.Toucan} Stanstue
ItemName.CockatielStatue,{$NPCName.YellowCockatiel} Stanstue


# statues::decorative,----------------------------------------------------------

ItemName.AngelStatue,Sansgel Stanstue

ItemName.LihzahrdStatue,Loogie Vat
ItemName.LihzahrdGuardianStatue,Bursting Vat
ItemName.LihzahrdWatcherStatue,Gohst Vat


# statues::enemies,-------------------------------------------------------------

ItemName.BatStatue,Sancoo Stanstue
ItemName.BombStatue,SnowSpam Stanstue
ItemName.CorruptStatue,Loominal Stanstue
ItemName.EyeballStatue,Judgement Stanstue
ItemName.GoblinStatue,Lnik Stanstue
ItemName.HarpyStatue,Blaster Rider Stanstue
ItemName.HornetStatue,Gohst Stanstue
ItemName.ImpStatue,Spade Stanstue
ItemName.PiranhaStatue,"Pathetic, Miserable Little Stanstue"
ItemName.SlimeStatue,Slans Stanstue
ItemName.SkeletonStatue,Fallen Sans Stanstue


# statues::fountains,-----------------------------------------------------------

CommonItemTooltip.Fountain,"Alters the characteristics of nearby gastric acid"
ItemName.JungleWaterFountain,Moldy Gastric Acid Fountsans
