Key,Translation
MapObject.Tungsten,Tungsans
MapObject.Thorn,Toriel's Furniture


#[ misc ],<<-|---------------------------------------------------|->>


Misc.CanBePlacedInVanity,[c/ff7f7f:Can be equipped in sansnity slots]

Misc.Crimstone,Wartorn Stans
Misc.Ebonstone,Loostone
Misc.Fruit,Froot


#[ world creation ],<<-|-----------------------------------------|->>


LegacyMisc.101,Loogies
LegacyMisc.102,No San's Land
LegacyMisc.103,Idk


#[ world gen ],<<-|----------------------------------------------|->>


LegacyWorldGen.0,Sansnerating [ B I G   S A N S ]
LegacyWorldGen.1,Adding sans
LegacyWorldGen.2,Sansnerating hills
LegacyWorldGen.3,Putting sirt behind sirt
LegacyWorldGen.4,Placing stans in the sirt

LegacyWorldGen.5,Placing sirt in the stans

# LegacyWorldGen.6,|> >>--->   UNSET   <---<< <| # adding clay

LegacyWorldGen.7,Making random orifices
LegacyWorldGen.8,Sansnerating small sanves
LegacyWorldGen.9,Sansnerating large sanves

LegacyWorldGen.10,Sansnerating sansface orifices
LegacyWorldGen.11,Sansnerating the twilight sansrest
LegacyWorldGen.12,Sansnerating floating [ S A N S E S ]
LegacyWorldGen.13,Infecting the [ B I G   S A N S ]
LegacyWorldGen.14,Placing muns in the sirt

LegacyWorldGen.15,Adding salt (sans silt)
LegacyWorldGen.16,Adding sansnies

# LegacyWorldGen.17,|> >>--->   UNSET   <---<< <| # adding webs

LegacyWorldGen.18,Sealing the Dark World in hell
LegacyWorldGen.19,Adding gastric ponds

LegacyWorldGen.20,Making the [ B I G   S A N S ] IMPURE.
LegacyWorldGen.21,Sansnerating large orifices
LegacyWorldGen.22,Adding edges to the [ B I G   S A N S ]
LegacyWorldGen.23,Adding sams
LegacyWorldGen.24,Sansvitating sans

LegacyWorldGen.25,Cleaining up sirt walls
LegacyWorldGen.26,Placing Sans Shrines
LegacyWorldGen.27,Sansttling fluids
LegacyWorldGen.28,Placing human SOULs
LegacyWorldGen.29,Placing sanstues

LegacyWorldGen.30,Hiding sansure (sans treasusre)
LegacyWorldGen.31,Hiding more sansure (sans treasusre)
LegacyWorldGen.32,Hiding twilight sansrest sansure (sans treasusre)
LegacyWorldGen.33,Hiding gastric sansure (sans treasusre)
LegacyWorldGen.34,Placing sansps (sans traps)

LegacyWorldGen.35,Placing sanskables
LegacyWorldGen.36,Placing smog forges
LegacyWorldGen.37,Reverse-defacing the [ B I G   S A N S ]
LegacyWorldGen.38,Growing sanscti
LegacyWorldGen.39,Planting echo flowers

LegacyWorldGen.40,Planting thyme growths
LegacyWorldGen.41,Planting sansbs (sans herbs)
LegacyWorldGen.42,Planting bad thymes
LegacyWorldGen.43,Growing bad vines

# LegacyWorldGen.44,|> >>--->   UNSET   <---<< <| # planting flowers

LegacyWorldGen.45,Planting sanshrooms
LegacyWorldGen.46,Freeing resources from this mortal coil
LegacyWorldGen.47,Sansetting Sans Fanfic: Terraria Adventure objects
LegacyWorldGen.48,Sanstting bad time mode
LegacyWorldGen.49,Sansving [ B I G   S A N S ] data:

LegacyWorldGen.50,Backing up [ B I G   S A N S ] file
LegacyWorldGen.51,Loading [ B I G   S A N S ] data:
LegacyWorldGen.52,Checking tile sanslignment:
LegacyWorldGen.53,LOAD FAILED WTF!!!
LegacyWorldGen.54,No backup found :(

LegacyWorldGen.55,Finding tile sansmes:
LegacyWorldGen.56,Adding snans
LegacyWorldGen.57,[ B I G   S A N S ]
LegacyWorldGen.58,Creating sansgeon

# LegacyWorldGen.59,|> >>--->   UNSET   <---<< <| # a meteorite has landed!

LegacyWorldGen.60,Soothing the [ B I G   S A N S ]

# LegacyWorldGen.61,|> >>--->   UNSET   <---<< <| # mossification

LegacyWorldGen.62,Samification
LegacyWorldGen.63,Making sansve walls

#LegacyWorldGen.64,|> >>--->   UNSET   <---<< <| # growing spider caves

LegacyWorldGen.65,Clearing mappe data:
LegacyWorldGen.66,Sansving mappe data:
LegacyWorldGen.67,Loading mappe data:
LegacyWorldGen.68,Drawing mappe:
LegacyWorldGen.69,Creating gastrofalls

LegacyWorldGen.70,Creating twilight sansrest ruans

# LegacyWorldGen.71,|> >>--->   UNSET   <---<< <| # creating hornet nests

LegacyWorldGen.72,Making the [ B I G   S A N S ] dusty
LegacyWorldGen.73,Validating [ B I G   S A N S ] save:
LegacyWorldGen.74,Slanses are falling from the skans!

LegacyWorldGen.75,Slanses have stopped falling from the skans.
LegacyWorldGen.76,Generating sansctures
LegacyWorldGen.77,Adding more sass
LegacyWorldGen.78,Sansertification
LegacyWorldGen.79,Weathering sansverns

LegacyWorldGen.80,Chiseling mars
LegacyWorldGen.81,Growing grans
LegacyWorldGen.82,Disarming broken sansps

# LegacyWorldGen.83,|> >>--->   UNSET   <---<< <| # growing rich mahogany

LegacyWorldGen.84,SANS IT UP!

LegacyWorldGen.85,Felling growths
LegacyWorldGen.86,FINAL SANS UP! ARE YOU READY?
LegacyWorldGen.87,Sansnalizing [ B I G   S A N S ]
LegacyWorldGen.88,Growing gastric plants
LegacyWorldGen.89,Placing sansbjects

LegacyWorldGen.90,Forming edge orifice


#[  ],<<-|-------------------------------------------------------|->>
