Key,Translation
Bestiary_FlavorText.npc_PincushionZombie,"Ooooh he's gonna poke ya! With his many arrows! (he doesn't know how bows and arrows work)"
Bestiary_FlavorText.npc_SlimedZombie,"{$CommonBestiaryFlavor.Zombie}This one is a slime girl. Do you think God hides in heaven because he, too, fears what he has created?"
Bestiary_FlavorText.npc_SwampZombie,"{$CommonBestiaryFlavor.Zombie}This one stayed too long in the rain, and he's here to share his misery with YOU!"
Bestiary_FlavorText.npc_TwiggyZombie,"{$CommonBestiaryFlavor.Zombie}This one is called 'swap!swap!sans', its like if you took the characters from UNDERSWAP and swapped them around!"
Bestiary_FlavorText.npc_Zombie,"{$CommonBestiaryFlavor.Zombie}This one uses the original, darker Sans Fanfic palette to better blend in with the night."

Bestiary_FlavorText.npc_DemonEye,"{$CommonBestiaryFlavor.DemonEye}(Classic variant)"
Bestiary_FlavorText.npc_CataractEye,"{$CommonBestiaryFlavor.DemonEye}(Ink variant)"
Bestiary_FlavorText.npc_DialatedEye,"{$CommonBestiaryFlavor.DemonEye}(Swap variant)"
Bestiary_FlavorText.npc_GreenEye,"{$CommonBestiaryFlavor.DemonEye}(Outer variant)"
Bestiary_FlavorText.npc_PurpleEye,"{$CommonBestiaryFlavor.DemonEye}(Fell variant)"
Bestiary_FlavorText.npc_SleepyEye,"{$CommonBestiaryFlavor.DemonEye}(Calm variant)"

Bestiary_FlavorText.npc_WanderingEye,"Sanson Eyes that absorbed the darker energies, they use their new powers to switch forms, just like their creator."


#[ sky ],<<-|----------------------------------------------------|->>

Bestiary_FlavorText.npc_Harpy,"These bad-to-the-bone skelingtons love riding on their Gaster Blasters, throwing feathery bones at unsuspecting bystanders."


#[ snow ],<<-|---------------------------------------------------|->>

Bestiary_FlavorText.npc_IceSlime,"Slanses in the snans biome end up coated in snans. How cute! ...until you consider that snans is the incredibly compacted dust of their fallen kin."
Bestiary_FlavorText.npc_SnowFlinx,"Created from several superpositioned Sanses. Their unstable nature causes them to be sent flying back from even the lightest touch."
Bestiary_FlavorText.npc_SpikedIceSlime,"Overflowing with sansnergies (sans energies), this slans is highly unstable, and prone to ejecting bone fragments at anyone that approaches."


#[ jungle ],<<-|-------------------------------------------------|->>

Bestiary_FlavorText.npc_JungleSlime,"Slanses in Toriel's House end up absorbing the mold that grows on the wallpaper, hence why they're this shade of green. Yucky!"
Bestiary_FlavorText.npc_JungleBat,"Drawn by what they though were the love of their lives, these sanccoos have found their home in Toriel's House. Exposure to the walpaper mold, however, has had some nasty effects on the poor things."
Bestiary_FlavorText.npc_Snatcher,"If your name is Toriel, you better watch out: Gaster is in your walls and will extend his many hands out! I think they're trying to say something..."
Bestiary_FlavorText.npc_DoctorBones,"The husk of a Toriel, devoid of its SOUL. Usually lost SOULs form a good chunk of the ores you've been mining, but for the husk to be still walking around? (and in Toriel's House, no less!) All I'm saying is: Something's a-sus..."

Bestiary_FlavorText.npc_Derpling,"These guys may be wacky, but they're formidable foes. Just be thankful they don't know how to tie their shoes; then they'd be truly unstoppable!"
Bestiary_FlavorText.npc_GiantTortoise,"Loogie survey drones sent to look for something in Toriel's House. Just what are they planning to do down there?"
Bestiary_FlavorText.npc_GiantFlyingFox,"Molddoos that have spent a long time in Toriel's House, empowered by the darker, yet darker energies. This form truly is Terminal."
Bestiary_FlavorText.npc_AnglerFish,"What a pathetic, miserable excuse of a living being. You might as well just put it out of its misery."


#[ underground jungle ],<<-|-------------------------------------|->>

Bestiary_FlavorText.npc_Hornet,"{$CommonBestiaryFlavor.Hornet}Who could be creating these?"
Bestiary_FlavorText.npc_HornetFatty,"{$CommonBestiaryFlavor.Hornet}Someone told this Gohst to ""be there or be square."""
Bestiary_FlavorText.npc_HornetHoney,"{$CommonBestiaryFlavor.Hornet}This one resembles a Toriel, but there's no sign of a Mold infection. How strange."
Bestiary_FlavorText.npc_HornetLeafy,"How odd. A ghost, and not a particularly sansu-- Wait this one's pretty sansular actually. Nevermind!"
Bestiary_FlavorText.npc_HornetSpikey,"Speen."
Bestiary_FlavorText.npc_HornetStingy,"{$CommonBestiaryFlavor.Hornet}These ones seem to have a particular appetite for human (and monster) flesh."
Bestiary_FlavorText.npc_Bee,"This is like a Gohst, if it was smaller."
Bestiary_FlavorText.npc_BeeSmall,"This is like a Ghst, if it was smaller."

Bestiary_FlavorText.npc_ManEater,"Did you know that Gaster is left-handed? Well me neither, but that seems to be the case - his many left hands are way stronger than his right ones!"
Bestiary_FlavorText.npc_SpikedJungleSlime,"Wallpaper Mold and battery acid seem to have a scary reaction together. This Moldy Slans found out first-hand, and is here to share the spooks with you!"

Bestiary_FlavorText.npc_LacBeetle,"This used to be a normal purple sans, but is no more. However, through sheer Perseverance, what is now a small pile of bones has started moving on its own!"

#[ surface ],<<-|------------------------------------------------|->>

Bestiary_FlavorText.npc_BlueSlime,"These friendly little fellas aren't afraid to defend themselves!"
Bestiary_FlavorText.npc_GreenSlime,"As the normal slanses, they are quite small, but they still pack a punch!"
Bestiary_FlavorText.npc_PurpleSlime,"As the standard slanses, these guy's are quite hefty. Take care around them!"
Bestiary_FlavorText.npc_Pinky,"If you know anything about Sans, you know never to underestimate seemingly small and weak characters."


#[ underground ],<<-|--------------------------------------------|->>

Bestiary_FlavorText.npc_RedSlime,"As the default slanses, they like to hang out in the sansderground."
Bestiary_FlavorText.npc_YellowSlime,"As the average slans, these guys can be quite dangerous."
Bestiary_FlavorText.npc_BlackSlime,"This is indeed a regular slans, you just can't tell because it's really dark."
Bestiary_FlavorText.npc_MotherSlime,"These slanses are learning ninja duplication moves from their king!"
Bestiary_FlavorText.npc_BabySlime,"A clone created by Ninja Slanses. These can do a Ninji's signature move: Jumping."

Bestiary_FlavorText.npc_CaveBat,"Members of an ancient and highly advanced society, these Sanccoos have fallen from their long lost city and now hide in the darkness."
Bestiary_FlavorText.npc_GiantBat,"What at first looks like a giant sanccoo is actually just two sanccoos in a trenchcoat! This is pretty confusing."

Bestiary_FlavorText.npc_Piranha,"These hardy lil' fellas can survive gastric acid! However, they're pretty bad parasites - usually you don't want to kill a potential host."

Bestiary_FlavorText.npc_GiantWormHead,"Those little Sans ""heads"" are actually the flowers of the Bad Thyme plants... most of the time. Sometimes, they sprout with actual brains, and uproot themselves, in search of easy prey."
Bestiary_FlavorText.npc_LostGirl,"What at first appears to be your friendly neighborhood Nerd!Lnik might actually be a trap! Look closely: this one isn't wearing glasses."
Bestiary_FlavorText.npc_Nymph,"This shape-shifter from another realm changes its form to what its victim desires most. You aren't the victim, by the way."
Bestiary_FlavorText.npc_ToxicSludge,"Nuberts are known for their aborbant properties. After being unleashed, they absorbed the background sanergies, (sans energies) creating whatevereth this thingue is."

Bestiary_FlavorText.npc_Skeleton,"{$CommonBestiaryFlavor.Skeleton} They call this one the Blinkster."


#[ underworld ],<<-|---------------------------------------------|->>

Bestiary_FlavorText.npc_BoneSerpentHead,"Who unplugged these guys?! They love to chomp at things, especially lightners, so be careful around them!"
Bestiary_FlavorText.npc_FireImp,"This firendly spade is here to throw spades he dug up with his spade at you! It's nothing personal, he just really needs to throw spades."
Bestiary_FlavorText.npc_LavaSlime,"The Underfell variant of Slanses, these guys travelled all the way to the Undersans because, after all, it's a lot cooler than the lame Sansface."


#[ goblin invasion ],<<-|----------------------------------------|->>

Bestiary_FlavorText.npc_GoblinArcher,"These Lniks were literally appointed by Satan himself to be an absolute pain in the neck. This bestiary is not biased."
Bestiary_FlavorText.npc_GoblinPeon,"The classic Lniks! Not only are their sprites not hue-shifted, but they're the reason the Lniks allied with the Loogies in the first place! (they're both green)"
Bestiary_FlavorText.npc_GoblinSorcerer,"These Lniks were only appointed by Satan's secretary. They are inside your walls, will shoot at you, miss, and hit your Sanses instead!"
Bestiary_FlavorText.npc_GoblinThief,"Watch out, this Lnik has a sword and shield. Just wait until he figures out how to take them out!"
Bestiary_FlavorText.npc_GoblinWarrior,"Unlike Yellow Lniks, these know how to use swords and shields, they just prefer fisticuffs."

Bestiary_FlavorText.npc_GoblinSummoner,"Lniks who learn the dark, darker, yet darker arts of Sansmmoning get to become Warlniks, the most powerful members of their army."
Bestiary_FlavorText.npc_ShadowFlameApparition,"The pinnacle of a Warlnik's power: the merging of sansnian and lnikular energies!"


#[ misc ],<<-|---------------------------------------------------|->>

Bestiary_FlavorText.npc_MeteorHead,"Sometimes the Outer!Sansnite comes alive to play pranks that are out of this world! Too bad their LOAN (Level Of AnnoyaNce) reaches interstellar levels."
