Key,Translation
ItemName.Ebonwood,Better Cauli
ItemName.EbonwoodPlatform,Better Cauli Comic
ItemName.EbonwoodWall,Better Caul Sall

ItemName.EbonwoodBathtub,Better Cauli State-Of-The-Art-High-Tech Badtub
ItemName.EbonwoodBed,Better Cauli Mega Luxury Gargantuan Emperor Size Bad
ItemName.EbonwoodBookcase,Better Cauli Copy-Of-New-Super-Luigi-Ucase
ItemName.EbonwoodCandelabra,Better Cauli Dark Rose Gold Desk Lamp-Style Sansdelabra
ItemName.EbonwoodCandle,Better Cauli Overpriced Flower-Shaped Sansdle
ItemName.EbonwoodChair,Better Cauli Red Velvet Sair (sans chair)
ItemName.EbonwoodChandelier,Better Cauli 16K Karat Diamond-Crested Sansdelier
ItemName.EbonwoodChest,Better Cauli Novelty Lock Chanst (sans chest)
ItemName.EbonwoodClock,Better Cauli Modern Shelf With Digital Sock (sans clock)
ItemName.EbonwoodDoor,Better Cauli Engraved Red-Green Velvet With Gold Pushbar Door
ItemName.EbonwoodDresser,Better Cauli Weirdly Wavy And Impractical Sansser Because That's Fancy Apparently
ItemName.EbonwoodFence,Curtains For The Better Cauli Mega Luxury Gargantuan Emperor Size Bad
ItemName.EbonwoodLamp,"Better Cauli ""This Is Clearly A Sansdle???"" Samp"
ItemName.EbonwoodLantern,"Better Cauli ""Design Based Off An Image From Google Images"" Sanstern"
ItemName.EbonwoodPiano,Better Cauli Open Concept Pans
ItemName.EbonwoodSink,Better Cauli Ultramodern Sank
ItemName.EbonwoodSofa,Better Cauli Diva Lounge Sansfa
ItemName.EbonwoodTable,Better Cauli Expensive Buffet Sansble
ItemName.EbonwoodWorkBench,"Better Cauli ""Better Than Bad Thyme"" Work Bans (bench sans)"
ItemName.ToiletEbonyWood,"Better Cauli Smart Dispatch Hatch"


#[ set : pearlwood ],<<-|----------------------------------------|->>


ItemName.Pearlwood,Cyber Thyme
ItemName.PearlwoodPlatform,Cyber Thyme Comic
ItemName.PearlwoodWall,Cyber Thyme Sall

ItemName.PearlwoodBathtub,Cyber Thyme Badtub
ItemName.PearlwoodBed,Cyber Thyme Bad
ItemName.PearlwoodBookcase,Cyber Thyme Copy-of-UNDERALEcase
ItemName.PearlwoodCandelabra,Cyber Thyme Sansdelabra
ItemName.PearlwoodCandle,Cyber Thyme Sansdle
ItemName.PearlwoodChair,Cyber Thyme Sair (sans chair)
ItemName.PearlwoodChandelier,Cyber Thyme Sansdelier
ItemName.PearlwoodChest,Cyber Thyme Chanst (sans chest)
ItemName.PearlwoodClock,Cyber Thyme Sock (sans clock)
ItemName.PearlwoodDoor,Cyber Thyme Door
ItemName.PearlwoodDresser,Cyber Thyme Sansser
ItemName.PearlwoodFence,Cyber Thyme Bad
ItemName.PearlwoodLamp,Cyber Thyme Samp
ItemName.PearlwoodLantern,Cyber Thyme Sanstern
ItemName.PearlwoodPiano,Cyber Thyme Sansmophone
ItemName.PearlwoodSink,Cyber Thyme Sank
ItemName.PearlwoodSofa,Cyber Thyme Sansfa
ItemName.PearlwoodTable,Cyber Thyme Sansble
ItemName.PearlwoodWorkBench,Cyber Thyme Work Bans (bench sans)
ItemName.ToiletPearlwood,Cyber Thyme Inconsistently Shaded Dispatch Hatch

LegacyChestType.9,{$ItemName.PearlwoodChest}
LegacyDresserType.3,{$ItemName.PearlwoodDresser}


#[ set : rich mahogany ],<<-|------------------------------------|->>


ItemName.RichMahogany,Homely Fungus
ItemName.RichMahoganyPlatform,Homely Comic
ItemName.RichMahoganyWall,Homely Sall
ItemName.RichMahoganyBeam,Homely Seam (sans beam)

ItemName.RichMahoganyBathtub,Homely Badtub
ItemName.RichMahoganyBed,Homely Bad
ItemName.RichMahoganyBookcase,Homely Copy-of-UNDERTALEcase
ItemName.RichMahoganyCandelabra,Homely Sansdelabra
ItemName.RichMahoganyCandle,Homely Sansdle
ItemName.RichMahoganyChair,Homely Sair
ItemName.RichMahoganyChandelier,Homely Sansdelier
ItemName.RichMahoganyChest,Homely Chanst (sans chest)
ItemName.RichMahoganyClock,Homely Potted Plant That Somehow Tells the Time
ItemName.RichMahoganyDoor,Homely Door
ItemName.RichMahoganyDresser,Homely Sansser
ItemName.RichMahoganyFence,Homely Sance (sans fence)
ItemName.RichMahoganyLamp,Homely Sasnsp
ItemName.RichMahoganyLantern,Homely Sanstern
ItemName.RichMahoganyPiano,Homely Pans
ItemName.RichMahoganySink,Homely Sansk
ItemName.RichMahoganySofa,Homely Sansfa
ItemName.RichMahoganyTable,Homely Sansble
ItemName.RichMahoganyWorkBench,Homely Work Bans (bench sans)
ItemName.ToiletRichMahogany,Homely Dispatch Hatch


#[ set : bamboo ],<<-|-------------------------------------------|->>


ItemName.BambooBlock,Tooth Stack
ItemName.BambooBlockWall,Tooth Stack Sall
ItemName.BambooPlatform,Tooth Stack Comic
ItemName.BambooWorkbench,Tooth Stack Work Bans (bench sans)

ItemName.LargeBambooBlock,Tooth Array
ItemName.LargeBambooBlockWall,Tooth Array Sall

ItemName.BambooBathtub,Tooth Stack Badtub
ItemName.BambooBed,Tooth Stack Bad
ItemName.BambooBookcase,Tooth Stack Copy-of-UNDERTALEcase
ItemName.BambooCandelabra,Tooth Stack Sansdelabra
ItemName.BambooCandle,Tooth Stack Sansdle
ItemName.BambooChair,Tooth Stack Sair
ItemName.BambooChandelier,Tooth Stack Sansdelier
ItemName.BambooChest,Tooth Stack Chanst (sans chest)
ItemName.BambooClock,Tooth Stack Sock (sans clock)
ItemName.BambooDoor,Tooth Stack Door
ItemName.BambooDresser,Tooth Stack Sansser
ItemName.BambooFence,Tooth Stack Sance (sans fence)
ItemName.BambooLamp,Tooth Stack Samp
ItemName.BambooLantern,Tooth Stack Sanstern
ItemName.BambooPiano,Tooth Stack Pans
ItemName.BambooSink,Tooth Stack Sansk
ItemName.BambooSofa,Tooth Stack Sansfa
ItemName.BambooTable,Tooth Stack Sansble
ItemName.BambooToilet,Tooth Stack Dispatch Hatch


#[ set : honey ],<<-|--------------------------------------------|->>


ItemName.HoneyBlock,Coagulated Battery Acid
ItemName.CrispyHoneyBlock,Gohst Sauce Block
ItemName.HoneyPlatform,Car Exhaust Comic
ItemName.HoneyWorkBench,Automotive Work Bans (bench sans)

ItemName.HoneyBathtub,Automotive Badtub
ItemName.HoneyBed,Automotive Bad
ItemName.HoneyBookcase,Automotive Copy-of-UNDERTALEcase
ItemName.HoneyCandelabra,Automotive Sansdelabra
ItemName.HoneyCandle,Automotive Sansdle
ItemName.HoneyChair,Automotive Sair
ItemName.HoneyChandelier,Automotive Sansdelier
ItemName.HoneyChest,Automotive Chanst (sans chest)
ItemName.HoneyClock,Automotive Sock (sans clock)
ItemName.HoneyDoor,Automotive Door
ItemName.HoneyDresser,Automotive Sansser
ItemName.HoneyLamp,Automotive Samp
ItemName.HoneyLantern,Automotive Sanstern
ItemName.HoneyPiano,Automotive Pans
ItemName.HoneySink,Automotive Sansk
ItemName.HoneySofa,Automotive Sansfa
ItemName.HoneyTable,Automotive Sansble
ItemName.ToiletHoney,Automotive Dispatch Hatch


#[ set : lihzahrd ],<<-|-----------------------------------------|->>


ItemName.LihzahrdBrick,Forsaken Cauli
ItemName.LihzahrdBrickWall,Forsaken Caul Sall
ItemName.LihzahrdWorkBench,Forsaken Work Bans (bench sans)
ItemName.LihzahrdPlatform,Forsaken Comic

ItemName.LihzahrdBathtub,Forsaken Badtub
ItemName.LihzahrdBed,Forsaken Operation Sansble
ItemName.LihzahrdBookcase,Forsaken Copy-of-Luigi's Mansioncase
ItemName.LihzahrdCandle,Forsaken Sansdle
ItemName.LihzahrdCandelabra,Forsaken Sansdelabra
ItemName.LihzahrdChair,Forsaken Sair
ItemName.LihzahrdChandelier,Forsaken Sansdelier
ItemName.LihzahrdChest,Forsaken Chanst (sans chest)
ItemName.LihzahrdClock,Forsaken Sock (sans clock)
ItemName.LihzahrdDoor,Forsaken Door
ItemName.LihzahrdDresser,Forsaken Sansser...?
ItemName.LihzahrdLamp,Forsaken Samp
ItemName.LihzahrdLantern,Forsaken Sanstern
ItemName.LihzahrdPiano,Forsaken “Furniture”
ItemName.LihzahrdSink,Forsaken Emergency Eyewash Station
ItemName.LihzahrdSofa,Forsaken Sansfa
ItemName.LihzahrdTable,Forsaken Sansble
ItemName.ToiletLihzhard,Forsaken World's Cleanest Urinal


#[ paintings ],<<-|----------------------------------------------|->>


ItemName.GoblinsPlayingPoker,The Fanfic
ItemTooltip.GoblinsPlayingPoker,"By SansFanfic!Sans
'Love wins'"

ItemName.Dryadisque,Luigisque
ItemTooltip.Dryadisque,"By Loodvig von Shroom
'Average Loogie'"

ItemName.DoNotStepontheGrass,Days Gone By
ItemTooltip.DoNotStepontheGrass,"'Recovered from a Classic timeline (Pre-Plan Era)'
'Things used to be good'"


#[ plants ],<<-|-------------------------------------------------|->>


ItemName.PottedJungleBamboo,Potted Toothy Toriel
ItemName.PottedJungleCedar,Potted Brambly Toriel
ItemName.PottedJunglePalm,Potted Hollow Toriel
ItemName.PottedJungleTree,Potted Handy Toriel


#[ other ],<<-|--------------------------------------------------|->>

ItemName.IvyChest,Toy Chanst (sans chest)
LegacyChestType.10,"{$ItemName.IvyChest}"

ItemName.Book,Copy of UNDERTALE
ItemTooltip.Book,"'Contains Sans, as well as
other irrelevant, non-Sans characters'"

ItemName.SpellTome,Copy of DELTARUNE
ItemTooltip.SpellTome,"Can be sanschanted
'Featuring Sans!
(and some so-called ""light-nerds"")'"


#[  ],<<-|-------------------------------------------------------|->>
